sample_id,cell_id,cell_name,nwb_file_name
20190722_sample_7,DMKCA-7,sub-mouse-DMKCA_ses-20190722-sample-7_slice-20190722-slice-7_cell-20190722-sample-7_icephys,sub-mouse-DMKCA_ses-20190722-sample-7_slice-20190722-slice-7_cell-20190722-sample-7_icephys.nwb
20190722_sample_8,DMKCA-8,sub-mouse-DMKCA_ses-20190722-sample-8_slice-20190722-slice-8_cell-20190722-sample-8_icephys,sub-mouse-DMKCA_ses-20190722-sample-8_slice-20190722-slice-8_cell-20190722-sample-8_icephys.nwb
20190724_sample_1,FRXJE-1,sub-mouse-FRXJE_ses-20190724-sample-1_slice-20190724-slice-1_cell-20190724-sample-1_icephys,sub-mouse-FRXJE_ses-20190724-sample-1_slice-20190724-slice-1_cell-20190724-sample-1_icephys.nwb
20190724_sample_10,WJLBM-10,sub-mouse-WJLBM_ses-20190724-sample-10_slice-20190724-slice-10_cell-20190724-sample-10_icephys,sub-mouse-WJLBM_ses-20190724-sample-10_slice-20190724-slice-10_cell-20190724-sample-10_icephys.nwb
20190724_sample_12,WJLBM-12,sub-mouse-WJLBM_ses-20190724-sample-12_slice-20190724-slice-12_cell-20190724-sample-12_icephys,sub-mouse-WJLBM_ses-20190724-sample-12_slice-20190724-slice-12_cell-20190724-sample-12_icephys.nwb
20190724_sample_16,WJLBM-16,sub-mouse-WJLBM_ses-20190724-sample-16_slice-20190724-slice-16_cell-20190724-sample-16_icephys,sub-mouse-WJLBM_ses-20190724-sample-16_slice-20190724-slice-16_cell-20190724-sample-16_icephys.nwb
20190724_sample_2,FRXJE-2,sub-mouse-FRXJE_ses-20190724-sample-2_slice-20190724-slice-2_cell-20190724-sample-2_icephys,sub-mouse-FRXJE_ses-20190724-sample-2_slice-20190724-slice-2_cell-20190724-sample-2_icephys.nwb
20190724_sample_4,FRXJE-4,sub-mouse-FRXJE_ses-20190724-sample-4_slice-20190724-slice-4_cell-20190724-sample-4_icephys,sub-mouse-FRXJE_ses-20190724-sample-4_slice-20190724-slice-4_cell-20190724-sample-4_icephys.nwb
20190724_sample_5,FRXJE-5,sub-mouse-FRXJE_ses-20190724-sample-5_slice-20190724-slice-5_cell-20190724-sample-5_icephys,sub-mouse-FRXJE_ses-20190724-sample-5_slice-20190724-slice-5_cell-20190724-sample-5_icephys.nwb
20190724_sample_6,FRXJE-6,sub-mouse-FRXJE_ses-20190724-sample-6_slice-20190724-slice-6_cell-20190724-sample-6_icephys,sub-mouse-FRXJE_ses-20190724-sample-6_slice-20190724-slice-6_cell-20190724-sample-6_icephys.nwb
20190724_sample_9,FRXJE-9,sub-mouse-FRXJE_ses-20190724-sample-9_slice-20190724-slice-9_cell-20190724-sample-9_icephys,sub-mouse-FRXJE_ses-20190724-sample-9_slice-20190724-slice-9_cell-20190724-sample-9_icephys.nwb
20190725_sample_1,HBTAE-1,sub-mouse-HBTAE_ses-20190725-sample-1_slice-20190725-slice-1_cell-20190725-sample-1_icephys,sub-mouse-HBTAE_ses-20190725-sample-1_slice-20190725-slice-1_cell-20190725-sample-1_icephys.nwb
20190725_sample_10,HBTAE-10,sub-mouse-HBTAE_ses-20190725-sample-10_slice-20190725-slice-10_cell-20190725-sample-10_icephys,sub-mouse-HBTAE_ses-20190725-sample-10_slice-20190725-slice-10_cell-20190725-sample-10_icephys.nwb
20190725_sample_3,HBTAE-3,sub-mouse-HBTAE_ses-20190725-sample-3_slice-20190725-slice-3_cell-20190725-sample-3_icephys,sub-mouse-HBTAE_ses-20190725-sample-3_slice-20190725-slice-3_cell-20190725-sample-3_icephys.nwb
20190725_sample_4,HBTAE-4,sub-mouse-HBTAE_ses-20190725-sample-4_slice-20190725-slice-4_cell-20190725-sample-4_icephys,sub-mouse-HBTAE_ses-20190725-sample-4_slice-20190725-slice-4_cell-20190725-sample-4_icephys.nwb
20190725_sample_5,HBTAE-5,sub-mouse-HBTAE_ses-20190725-sample-5_slice-20190725-slice-5_cell-20190725-sample-5_icephys,sub-mouse-HBTAE_ses-20190725-sample-5_slice-20190725-slice-5_cell-20190725-sample-5_icephys.nwb
20190725_sample_6,HBTAE-6,sub-mouse-HBTAE_ses-20190725-sample-6_slice-20190725-slice-6_cell-20190725-sample-6_icephys,sub-mouse-HBTAE_ses-20190725-sample-6_slice-20190725-slice-6_cell-20190725-sample-6_icephys.nwb
20190725_sample_7,HBTAE-7,sub-mouse-HBTAE_ses-20190725-sample-7_slice-20190725-slice-7_cell-20190725-sample-7_icephys,sub-mouse-HBTAE_ses-20190725-sample-7_slice-20190725-slice-7_cell-20190725-sample-7_icephys.nwb
20190725_sample_8,HBTAE-8,sub-mouse-HBTAE_ses-20190725-sample-8_slice-20190725-slice-8_cell-20190725-sample-8_icephys,sub-mouse-HBTAE_ses-20190725-sample-8_slice-20190725-slice-8_cell-20190725-sample-8_icephys.nwb
20190725_sample_9,HBTAE-9,sub-mouse-HBTAE_ses-20190725-sample-9_slice-20190725-slice-9_cell-20190725-sample-9_icephys,sub-mouse-HBTAE_ses-20190725-sample-9_slice-20190725-slice-9_cell-20190725-sample-9_icephys.nwb
20190726_sample_1,IQIKO-1,sub-mouse-IQIKO_ses-20190726-sample-1_slice-20190726-slice-1_cell-20190726-sample-1_icephys,sub-mouse-IQIKO_ses-20190726-sample-1_slice-20190726-slice-1_cell-20190726-sample-1_icephys.nwb
20190726_sample_2,IQIKO-2,sub-mouse-IQIKO_ses-20190726-sample-2_slice-20190726-slice-2_cell-20190726-sample-2_icephys,sub-mouse-IQIKO_ses-20190726-sample-2_slice-20190726-slice-2_cell-20190726-sample-2_icephys.nwb
20190726_sample_3,IQIKO-3,sub-mouse-IQIKO_ses-20190726-sample-3_slice-20190726-slice-3_cell-20190726-sample-3_icephys,sub-mouse-IQIKO_ses-20190726-sample-3_slice-20190726-slice-3_cell-20190726-sample-3_icephys.nwb
20190726_sample_4,IQIKO-4,sub-mouse-IQIKO_ses-20190726-sample-4_slice-20190726-slice-4_cell-20190726-sample-4_icephys,sub-mouse-IQIKO_ses-20190726-sample-4_slice-20190726-slice-4_cell-20190726-sample-4_icephys.nwb
20190726_sample_5,IQIKO-5,sub-mouse-IQIKO_ses-20190726-sample-5_slice-20190726-slice-5_cell-20190726-sample-5_icephys,sub-mouse-IQIKO_ses-20190726-sample-5_slice-20190726-slice-5_cell-20190726-sample-5_icephys.nwb
20190726_sample_6,IQIKO-6,sub-mouse-IQIKO_ses-20190726-sample-6_slice-20190726-slice-6_cell-20190726-sample-6_icephys,sub-mouse-IQIKO_ses-20190726-sample-6_slice-20190726-slice-6_cell-20190726-sample-6_icephys.nwb
20190726_sample_7,IQIKO-7,sub-mouse-IQIKO_ses-20190726-sample-7_slice-20190726-slice-7_cell-20190726-sample-7_icephys,sub-mouse-IQIKO_ses-20190726-sample-7_slice-20190726-slice-7_cell-20190726-sample-7_icephys.nwb
20190729_sample_2,XFWCQ-2,sub-mouse-XFWCQ_ses-20190729-sample-2_slice-20190729-slice-2_cell-20190729-sample-2_icephys,sub-mouse-XFWCQ_ses-20190729-sample-2_slice-20190729-slice-2_cell-20190729-sample-2_icephys.nwb
20190729_sample_3,XFWCQ-3,sub-mouse-XFWCQ_ses-20190729-sample-3_slice-20190729-slice-3_cell-20190729-sample-3_icephys,sub-mouse-XFWCQ_ses-20190729-sample-3_slice-20190729-slice-3_cell-20190729-sample-3_icephys.nwb
20190729_sample_5,XFWCQ-5,sub-mouse-XFWCQ_ses-20190729-sample-5_slice-20190729-slice-5_cell-20190729-sample-5_icephys,sub-mouse-XFWCQ_ses-20190729-sample-5_slice-20190729-slice-5_cell-20190729-sample-5_icephys.nwb
20190730_sample_1,ELRNU-1,sub-mouse-ELRNU_ses-20190730-sample-1_slice-20190730-slice-1_cell-20190730-sample-1_icephys,sub-mouse-ELRNU_ses-20190730-sample-1_slice-20190730-slice-1_cell-20190730-sample-1_icephys.nwb
20190730_sample_2,ELRNU-2,sub-mouse-ELRNU_ses-20190730-sample-2_slice-20190730-slice-2_cell-20190730-sample-2_icephys,sub-mouse-ELRNU_ses-20190730-sample-2_slice-20190730-slice-2_cell-20190730-sample-2_icephys.nwb
20190730_sample_5,ELRNU-5,sub-mouse-ELRNU_ses-20190730-sample-5_slice-20190730-slice-5_cell-20190730-sample-5_icephys,sub-mouse-ELRNU_ses-20190730-sample-5_slice-20190730-slice-5_cell-20190730-sample-5_icephys.nwb
20190730_sample_6,ELRNU-6,sub-mouse-ELRNU_ses-20190730-sample-6_slice-20190730-slice-6_cell-20190730-sample-6_icephys,sub-mouse-ELRNU_ses-20190730-sample-6_slice-20190730-slice-6_cell-20190730-sample-6_icephys.nwb
20190730_sample_7,ELRNU-7,sub-mouse-ELRNU_ses-20190730-sample-7_slice-20190730-slice-7_cell-20190730-sample-7_icephys,sub-mouse-ELRNU_ses-20190730-sample-7_slice-20190730-slice-7_cell-20190730-sample-7_icephys.nwb
20190730_sample_9,ELRNU-9,sub-mouse-ELRNU_ses-20190730-sample-9_slice-20190730-slice-9_cell-20190730-sample-9_icephys,sub-mouse-ELRNU_ses-20190730-sample-9_slice-20190730-slice-9_cell-20190730-sample-9_icephys.nwb
20190731_sample_1,XKIBL-1,sub-mouse-XKIBL_ses-20190731-sample-1_slice-20190731-slice-1_cell-20190731-sample-1_icephys,sub-mouse-XKIBL_ses-20190731-sample-1_slice-20190731-slice-1_cell-20190731-sample-1_icephys.nwb
20190731_sample_2,XKIBL-2,sub-mouse-XKIBL_ses-20190731-sample-2_slice-20190731-slice-2_cell-20190731-sample-2_icephys,sub-mouse-XKIBL_ses-20190731-sample-2_slice-20190731-slice-2_cell-20190731-sample-2_icephys.nwb
20190731_sample_3,XKIBL-3,sub-mouse-XKIBL_ses-20190731-sample-3_slice-20190731-slice-3_cell-20190731-sample-3_icephys,sub-mouse-XKIBL_ses-20190731-sample-3_slice-20190731-slice-3_cell-20190731-sample-3_icephys.nwb
20190731_sample_4,XKIBL-4,sub-mouse-XKIBL_ses-20190731-sample-4_slice-20190731-slice-4_cell-20190731-sample-4_icephys,sub-mouse-XKIBL_ses-20190731-sample-4_slice-20190731-slice-4_cell-20190731-sample-4_icephys.nwb
20190731_sample_5,XKIBL-5,sub-mouse-XKIBL_ses-20190731-sample-5_slice-20190731-slice-5_cell-20190731-sample-5_icephys,sub-mouse-XKIBL_ses-20190731-sample-5_slice-20190731-slice-5_cell-20190731-sample-5_icephys.nwb
20190731_sample_6,XKIBL-6,sub-mouse-XKIBL_ses-20190731-sample-6_slice-20190731-slice-6_cell-20190731-sample-6_icephys,sub-mouse-XKIBL_ses-20190731-sample-6_slice-20190731-slice-6_cell-20190731-sample-6_icephys.nwb
20190731_sample_8,XKIBL-8,sub-mouse-XKIBL_ses-20190731-sample-8_slice-20190731-slice-8_cell-20190731-sample-8_icephys,sub-mouse-XKIBL_ses-20190731-sample-8_slice-20190731-slice-8_cell-20190731-sample-8_icephys.nwb
20190801_sample_1,CCAHV-1,sub-mouse-CCAHV_ses-20190801-sample-1_slice-20190801-slice-1_cell-20190801-sample-1_icephys,sub-mouse-CCAHV_ses-20190801-sample-1_slice-20190801-slice-1_cell-20190801-sample-1_icephys.nwb
20190801_sample_2,CCAHV-2,sub-mouse-CCAHV_ses-20190801-sample-2_slice-20190801-slice-2_cell-20190801-sample-2_icephys,sub-mouse-CCAHV_ses-20190801-sample-2_slice-20190801-slice-2_cell-20190801-sample-2_icephys.nwb
20190801_sample_3,CCAHV-3,sub-mouse-CCAHV_ses-20190801-sample-3_slice-20190801-slice-3_cell-20190801-sample-3_icephys,sub-mouse-CCAHV_ses-20190801-sample-3_slice-20190801-slice-3_cell-20190801-sample-3_icephys.nwb
20190801_sample_4,CCAHV-4,sub-mouse-CCAHV_ses-20190801-sample-4_slice-20190801-slice-4_cell-20190801-sample-4_icephys,sub-mouse-CCAHV_ses-20190801-sample-4_slice-20190801-slice-4_cell-20190801-sample-4_icephys.nwb
20190801_sample_7,CCAHV-7,sub-mouse-CCAHV_ses-20190801-sample-7_slice-20190801-slice-7_cell-20190801-sample-7_icephys,sub-mouse-CCAHV_ses-20190801-sample-7_slice-20190801-slice-7_cell-20190801-sample-7_icephys.nwb
20190801_sample_8,CCAHV-8,sub-mouse-CCAHV_ses-20190801-sample-8_slice-20190801-slice-8_cell-20190801-sample-8_icephys,sub-mouse-CCAHV_ses-20190801-sample-8_slice-20190801-slice-8_cell-20190801-sample-8_icephys.nwb
20190820_sample_1,HKIEN-1,sub-mouse-HKIEN_ses-20190820-sample-1_slice-20190820-slice-1_cell-20190820-sample-1_icephys,sub-mouse-HKIEN_ses-20190820-sample-1_slice-20190820-slice-1_cell-20190820-sample-1_icephys.nwb
20190820_sample_2,HKIEN-2,sub-mouse-HKIEN_ses-20190820-sample-2_slice-20190820-slice-2_cell-20190820-sample-2_icephys,sub-mouse-HKIEN_ses-20190820-sample-2_slice-20190820-slice-2_cell-20190820-sample-2_icephys.nwb
20190820_sample_3,HKIEN-3,sub-mouse-HKIEN_ses-20190820-sample-3_slice-20190820-slice-3_cell-20190820-sample-3_icephys,sub-mouse-HKIEN_ses-20190820-sample-3_slice-20190820-slice-3_cell-20190820-sample-3_icephys.nwb
20190820_sample_5,HKIEN-5,sub-mouse-HKIEN_ses-20190820-sample-5_slice-20190820-slice-5_cell-20190820-sample-5_icephys,sub-mouse-HKIEN_ses-20190820-sample-5_slice-20190820-slice-5_cell-20190820-sample-5_icephys.nwb
20190820_sample_6,HKIEN-6,sub-mouse-HKIEN_ses-20190820-sample-6_slice-20190820-slice-6_cell-20190820-sample-6_icephys,sub-mouse-HKIEN_ses-20190820-sample-6_slice-20190820-slice-6_cell-20190820-sample-6_icephys.nwb
20190821_sample_1,CUEES-1,sub-mouse-CUEES_ses-20190821-sample-1_slice-20190821-slice-1_cell-20190821-sample-1_icephys,sub-mouse-CUEES_ses-20190821-sample-1_slice-20190821-slice-1_cell-20190821-sample-1_icephys.nwb
20190821_sample_2,CUEES-2,sub-mouse-CUEES_ses-20190821-sample-2_slice-20190821-slice-2_cell-20190821-sample-2_icephys,sub-mouse-CUEES_ses-20190821-sample-2_slice-20190821-slice-2_cell-20190821-sample-2_icephys.nwb
20190821_sample_3,CUEES-3,sub-mouse-CUEES_ses-20190821-sample-3_slice-20190821-slice-3_cell-20190821-sample-3_icephys,sub-mouse-CUEES_ses-20190821-sample-3_slice-20190821-slice-3_cell-20190821-sample-3_icephys.nwb
20190821_sample_4,CUEES-4,sub-mouse-CUEES_ses-20190821-sample-4_slice-20190821-slice-4_cell-20190821-sample-4_icephys,sub-mouse-CUEES_ses-20190821-sample-4_slice-20190821-slice-4_cell-20190821-sample-4_icephys.nwb
20190821_sample_5,CUEES-5,sub-mouse-CUEES_ses-20190821-sample-5_slice-20190821-slice-5_cell-20190821-sample-5_icephys,sub-mouse-CUEES_ses-20190821-sample-5_slice-20190821-slice-5_cell-20190821-sample-5_icephys.nwb
20190821_sample_6,CUEES-6,sub-mouse-CUEES_ses-20190821-sample-6_slice-20190821-slice-6_cell-20190821-sample-6_icephys,sub-mouse-CUEES_ses-20190821-sample-6_slice-20190821-slice-6_cell-20190821-sample-6_icephys.nwb
20190821_sample_7,CUEES-7,sub-mouse-CUEES_ses-20190821-sample-7_slice-20190821-slice-7_cell-20190821-sample-7_icephys,sub-mouse-CUEES_ses-20190821-sample-7_slice-20190821-slice-7_cell-20190821-sample-7_icephys.nwb
20190823_sample_1,NZDYM-1,sub-mouse-NZDYM_ses-20190823-sample-1_slice-20190823-slice-1_cell-20190823-sample-1_icephys,sub-mouse-NZDYM_ses-20190823-sample-1_slice-20190823-slice-1_cell-20190823-sample-1_icephys.nwb
20190823_sample_3,NZDYM-3,sub-mouse-NZDYM_ses-20190823-sample-3_slice-20190823-slice-3_cell-20190823-sample-3_icephys,sub-mouse-NZDYM_ses-20190823-sample-3_slice-20190823-slice-3_cell-20190823-sample-3_icephys.nwb
20190823_sample_5,NZDYM-5,sub-mouse-NZDYM_ses-20190823-sample-5_slice-20190823-slice-4_cell-20190823-sample-5_icephys,sub-mouse-NZDYM_ses-20190823-sample-5_slice-20190823-slice-4_cell-20190823-sample-5_icephys.nwb
20190823_sample_6,NZDYM-6,sub-mouse-NZDYM_ses-20190823-sample-6_slice-20190823-slice-5_cell-20190823-sample-6_icephys,sub-mouse-NZDYM_ses-20190823-sample-6_slice-20190823-slice-5_cell-20190823-sample-6_icephys.nwb
20190823_sample_7,NZDYM-7,sub-mouse-NZDYM_ses-20190823-sample-7_slice-20190823-slice-6_cell-20190823-sample-7_icephys,sub-mouse-NZDYM_ses-20190823-sample-7_slice-20190823-slice-6_cell-20190823-sample-7_icephys.nwb
20190827_sample_1,JYRHH-1,sub-mouse-JYRHH_ses-20190827-sample-1_slice-20190827-slice-1_cell-20190827-sample-1_icephys,sub-mouse-JYRHH_ses-20190827-sample-1_slice-20190827-slice-1_cell-20190827-sample-1_icephys.nwb
20190827_sample_2,JYRHH-2,sub-mouse-JYRHH_ses-20190827-sample-2_slice-20190827-slice-2_cell-20190827-sample-2_icephys,sub-mouse-JYRHH_ses-20190827-sample-2_slice-20190827-slice-2_cell-20190827-sample-2_icephys.nwb
20190827_sample_3,JYRHH-3,sub-mouse-JYRHH_ses-20190827-sample-3_slice-20190827-slice-2_cell-20190827-sample-3_icephys,sub-mouse-JYRHH_ses-20190827-sample-3_slice-20190827-slice-2_cell-20190827-sample-3_icephys.nwb
20190827_sample_4,JYRHH-4,sub-mouse-JYRHH_ses-20190827-sample-4_slice-20190827-slice-3_cell-20190827-sample-4_icephys,sub-mouse-JYRHH_ses-20190827-sample-4_slice-20190827-slice-3_cell-20190827-sample-4_icephys.nwb
20190827_sample_5,JYRHH-5,sub-mouse-JYRHH_ses-20190827-sample-5_slice-20190827-slice-3_cell-20190827-sample-5_icephys,sub-mouse-JYRHH_ses-20190827-sample-5_slice-20190827-slice-3_cell-20190827-sample-5_icephys.nwb
20190827_sample_6,JYRHH-6,sub-mouse-JYRHH_ses-20190827-sample-6_slice-20190827-slice-4_cell-20190827-sample-6_icephys,sub-mouse-JYRHH_ses-20190827-sample-6_slice-20190827-slice-4_cell-20190827-sample-6_icephys.nwb
20190827_sample_7,JYRHH-7,sub-mouse-JYRHH_ses-20190827-sample-7_slice-20190827-slice-5_cell-20190827-sample-7_icephys,sub-mouse-JYRHH_ses-20190827-sample-7_slice-20190827-slice-5_cell-20190827-sample-7_icephys.nwb
20190827_sample_8,JYRHH-8,sub-mouse-JYRHH_ses-20190827-sample-8_slice-20190827-slice-6_cell-20190827-sample-8_icephys,sub-mouse-JYRHH_ses-20190827-sample-8_slice-20190827-slice-6_cell-20190827-sample-8_icephys.nwb
20190827_sample_9,JYRHH-9,sub-mouse-JYRHH_ses-20190827-sample-9_slice-20190827-slice-6_cell-20190827-sample-9_icephys,sub-mouse-JYRHH_ses-20190827-sample-9_slice-20190827-slice-6_cell-20190827-sample-9_icephys.nwb
20190828_sample_1,GHNSF-1,sub-mouse-GHNSF_ses-20190828-sample-1_slice-20190828-slice-1_cell-20190828-sample-1_icephys,sub-mouse-GHNSF_ses-20190828-sample-1_slice-20190828-slice-1_cell-20190828-sample-1_icephys.nwb
20190828_sample_3,GHNSF-3,sub-mouse-GHNSF_ses-20190828-sample-3_slice-20190828-slice-3_cell-20190828-sample-3_icephys,sub-mouse-GHNSF_ses-20190828-sample-3_slice-20190828-slice-3_cell-20190828-sample-3_icephys.nwb
20190828_sample_4,GHNSF-4,sub-mouse-GHNSF_ses-20190828-sample-4_slice-20190828-slice-4_cell-20190828-sample-4_icephys,sub-mouse-GHNSF_ses-20190828-sample-4_slice-20190828-slice-4_cell-20190828-sample-4_icephys.nwb
20190828_sample_5,GHNSF-5,sub-mouse-GHNSF_ses-20190828-sample-5_slice-20190828-slice-5_cell-20190828-sample-5_icephys,sub-mouse-GHNSF_ses-20190828-sample-5_slice-20190828-slice-5_cell-20190828-sample-5_icephys.nwb
20190828_sample_6,GHNSF-6,sub-mouse-GHNSF_ses-20190828-sample-6_slice-20190828-slice-6_cell-20190828-sample-6_icephys,sub-mouse-GHNSF_ses-20190828-sample-6_slice-20190828-slice-6_cell-20190828-sample-6_icephys.nwb
20190828_sample_7,GHNSF-7,sub-mouse-GHNSF_ses-20190828-sample-7_slice-20190828-slice-7_cell-20190828-sample-7_icephys,sub-mouse-GHNSF_ses-20190828-sample-7_slice-20190828-slice-7_cell-20190828-sample-7_icephys.nwb
20190829_sample_1,AWOAY-1,sub-mouse-AWOAY_ses-20190829-sample-1_slice-20190829-slice-1_cell-20190829-sample-1_icephys,sub-mouse-AWOAY_ses-20190829-sample-1_slice-20190829-slice-1_cell-20190829-sample-1_icephys.nwb
20190829_sample_2,AWOAY-2,sub-mouse-AWOAY_ses-20190829-sample-2_slice-20190829-slice-2_cell-20190829-sample-2_icephys,sub-mouse-AWOAY_ses-20190829-sample-2_slice-20190829-slice-2_cell-20190829-sample-2_icephys.nwb
20190829_sample_3,AWOAY-3,sub-mouse-AWOAY_ses-20190829-sample-3_slice-20190829-slice-3_cell-20190829-sample-3_icephys,sub-mouse-AWOAY_ses-20190829-sample-3_slice-20190829-slice-3_cell-20190829-sample-3_icephys.nwb
20190829_sample_4,AWOAY-4,sub-mouse-AWOAY_ses-20190829-sample-4_slice-20190829-slice-3_cell-20190829-sample-4_icephys,sub-mouse-AWOAY_ses-20190829-sample-4_slice-20190829-slice-3_cell-20190829-sample-4_icephys.nwb
20190829_sample_6,AWOAY-6,sub-mouse-AWOAY_ses-20190829-sample-6_slice-20190829-slice-4_cell-20190829-sample-6_icephys,sub-mouse-AWOAY_ses-20190829-sample-6_slice-20190829-slice-4_cell-20190829-sample-6_icephys.nwb
20190829_sample_9,AWOAY-9,sub-mouse-AWOAY_ses-20190829-sample-9_slice-20190829-slice-7_cell-20190829-sample-9_icephys,sub-mouse-AWOAY_ses-20190829-sample-9_slice-20190829-slice-7_cell-20190829-sample-9_icephys.nwb
20190830_sample_1,QAOWB-1,sub-mouse-QAOWB_ses-20190830-sample-1_slice-20190830-slice-1_cell-20190830-sample-1_icephys,sub-mouse-QAOWB_ses-20190830-sample-1_slice-20190830-slice-1_cell-20190830-sample-1_icephys.nwb
20190830_sample_2,QAOWB-2,sub-mouse-QAOWB_ses-20190830-sample-2_slice-20190830-slice-2_cell-20190830-sample-2_icephys,sub-mouse-QAOWB_ses-20190830-sample-2_slice-20190830-slice-2_cell-20190830-sample-2_icephys.nwb
20190830_sample_3,QAOWB-3,sub-mouse-QAOWB_ses-20190830-sample-3_slice-20190830-slice-3_cell-20190830-sample-3_icephys,sub-mouse-QAOWB_ses-20190830-sample-3_slice-20190830-slice-3_cell-20190830-sample-3_icephys.nwb
20190830_sample_4,QAOWB-4,sub-mouse-QAOWB_ses-20190830-sample-4_slice-20190830-slice-3_cell-20190830-sample-4_icephys,sub-mouse-QAOWB_ses-20190830-sample-4_slice-20190830-slice-3_cell-20190830-sample-4_icephys.nwb
20190830_sample_6,QAOWB-6,sub-mouse-QAOWB_ses-20190830-sample-6_slice-20190830-slice-5_cell-20190830-sample-6_icephys,sub-mouse-QAOWB_ses-20190830-sample-6_slice-20190830-slice-5_cell-20190830-sample-6_icephys.nwb
20190830_sample_8,QAOWB-8,sub-mouse-QAOWB_ses-20190830-sample-8_slice-20190830-slice-7_cell-20190830-sample-8_icephys,sub-mouse-QAOWB_ses-20190830-sample-8_slice-20190830-slice-7_cell-20190830-sample-8_icephys.nwb
20190830_sample_9,QAOWB-9,sub-mouse-QAOWB_ses-20190830-sample-9_slice-20190830-slice-7_cell-20190830-sample-9_icephys,sub-mouse-QAOWB_ses-20190830-sample-9_slice-20190830-slice-7_cell-20190830-sample-9_icephys.nwb
20190904_sample_1,NUHHS-1,sub-mouse-NUHHS_ses-20190904-sample-1_slice-20190904-slice-1_cell-20190904-sample-1_icephys,sub-mouse-NUHHS_ses-20190904-sample-1_slice-20190904-slice-1_cell-20190904-sample-1_icephys.nwb
20190904_sample_2,NUHHS-2,sub-mouse-NUHHS_ses-20190904-sample-2_slice-20190904-slice-2_cell-20190904-sample-2_icephys,sub-mouse-NUHHS_ses-20190904-sample-2_slice-20190904-slice-2_cell-20190904-sample-2_icephys.nwb
20190904_sample_3,NUHHS-3,sub-mouse-NUHHS_ses-20190904-sample-3_slice-20190904-slice-3_cell-20190904-sample-3_icephys,sub-mouse-NUHHS_ses-20190904-sample-3_slice-20190904-slice-3_cell-20190904-sample-3_icephys.nwb
20190904_sample_4,NUHHS-4,sub-mouse-NUHHS_ses-20190904-sample-4_slice-20190904-slice-4_cell-20190904-sample-4_icephys,sub-mouse-NUHHS_ses-20190904-sample-4_slice-20190904-slice-4_cell-20190904-sample-4_icephys.nwb
20190904_sample_5,NUHHS-5,sub-mouse-NUHHS_ses-20190904-sample-5_slice-20190904-slice-5_cell-20190904-sample-5_icephys,sub-mouse-NUHHS_ses-20190904-sample-5_slice-20190904-slice-5_cell-20190904-sample-5_icephys.nwb
20190904_sample_7,NUHHS-7,sub-mouse-NUHHS_ses-20190904-sample-7_slice-20190904-slice-7_cell-20190904-sample-7_icephys,sub-mouse-NUHHS_ses-20190904-sample-7_slice-20190904-slice-7_cell-20190904-sample-7_icephys.nwb
20190905_sample_1,GSFFC-1,sub-mouse-GSFFC_ses-20190905-sample-1_slice-20190905-slice-1_cell-20190905-sample-1_icephys,sub-mouse-GSFFC_ses-20190905-sample-1_slice-20190905-slice-1_cell-20190905-sample-1_icephys.nwb
20190905_sample_3,GSFFC-3,sub-mouse-GSFFC_ses-20190905-sample-3_slice-20190905-slice-3_cell-20190905-sample-3_icephys,sub-mouse-GSFFC_ses-20190905-sample-3_slice-20190905-slice-3_cell-20190905-sample-3_icephys.nwb
20190906_sample_1,GSHJT-1,sub-mouse-GSHJT_ses-20190906-sample-1_slice-20190906-slice-1_cell-20190906-sample-1_icephys,sub-mouse-GSHJT_ses-20190906-sample-1_slice-20190906-slice-1_cell-20190906-sample-1_icephys.nwb
20190906_sample_5,GSHJT-5,sub-mouse-GSHJT_ses-20190906-sample-5_slice-20190906-slice-3_cell-20190906-sample-5_icephys,sub-mouse-GSHJT_ses-20190906-sample-5_slice-20190906-slice-3_cell-20190906-sample-5_icephys.nwb
20190906_sample_6,GSHJT-6,sub-mouse-GSHJT_ses-20190906-sample-6_slice-20190906-slice-4_cell-20190906-sample-6_icephys,sub-mouse-GSHJT_ses-20190906-sample-6_slice-20190906-slice-4_cell-20190906-sample-6_icephys.nwb
20190910_sample_1,OOATG-1,sub-mouse-OOATG_ses-20190910-sample-1_slice-20190910-slice-1_cell-20190910-sample-1_icephys,sub-mouse-OOATG_ses-20190910-sample-1_slice-20190910-slice-1_cell-20190910-sample-1_icephys.nwb
20190910_sample_2,OOATG-2,sub-mouse-OOATG_ses-20190910-sample-2_slice-20190910-slice-2_cell-20190910-sample-2_icephys,sub-mouse-OOATG_ses-20190910-sample-2_slice-20190910-slice-2_cell-20190910-sample-2_icephys.nwb
20190910_sample_3,OOATG-3,sub-mouse-OOATG_ses-20190910-sample-3_slice-20190910-slice-3_cell-20190910-sample-3_icephys,sub-mouse-OOATG_ses-20190910-sample-3_slice-20190910-slice-3_cell-20190910-sample-3_icephys.nwb
20190910_sample_4,OOATG-4,sub-mouse-OOATG_ses-20190910-sample-4_slice-20190910-slice-4_cell-20190910-sample-4_icephys,sub-mouse-OOATG_ses-20190910-sample-4_slice-20190910-slice-4_cell-20190910-sample-4_icephys.nwb
20190910_sample_6,OOATG-6,sub-mouse-OOATG_ses-20190910-sample-6_slice-20190910-slice-5_cell-20190910-sample-6_icephys,sub-mouse-OOATG_ses-20190910-sample-6_slice-20190910-slice-5_cell-20190910-sample-6_icephys.nwb
